time,temp_ice,flood
2022-09-26 03:11:00,-3.956960678100586,0
2022-09-26 03:12:00,-3.9658432006835938,0
2022-09-26 03:13:00,-4.010262966156006,0
2022-09-26 03:14:00,-4.014217376708984,0
2022-09-26 03:15:00,-3.955499887466431,0
2022-09-26 03:16:00,-4.01601505279541,0
2022-09-26 03:17:00,-3.9922499656677246,0
2022-09-26 03:18:00,-4.021999835968018,0
2022-09-26 03:19:00,-4.03782844543457,0
2022-09-26 03:20:00,-4.043302536010742,0
2022-09-26 03:21:00,-4.005026817321777,0
2022-09-26 03:22:00,-4.009666442871094,0
2022-09-26 03:23:00,-4.026969909667969,0
2022-09-26 03:24:00,-4.024078845977783,0
2022-09-26 03:25:00,-4.003747463226318,0
2022-09-26 03:26:00,-4.122737884521484,0
2022-09-26 03:27:00,-4.059298038482666,0
2022-09-26 03:28:00,-4.062395095825195,0
2022-09-26 03:29:00,-4.014374732971191,0
2022-09-26 03:30:00,-4.02353048324585,0
2022-09-26 03:31:00,-4.007857322692871,0
2022-09-26 03:32:00,-4.031089782714844,0
2022-09-26 03:33:00,-4.078333377838135,0
2022-09-26 03:34:00,-4.05214262008667,0
2022-09-26 03:35:00,-4.073444366455078,0
2022-09-26 03:36:00,-4.098659992218018,0
2022-09-26 03:37:00,-4.087829113006592,0
2022-09-26 03:38:00,-4.052759170532227,0
2022-09-26 03:39:00,-4.074791431427002,0
2022-09-26 03:40:00,-4.05635404586792,0
2022-09-26 03:41:00,-4.068382263183594,0
2022-09-26 03:42:00,-4.040404319763184,0
2022-09-26 03:43:00,-4.06374979019165,0
2022-09-26 03:44:00,-4.104166507720947,0
2022-09-26 03:45:00,-4.060773849487305,0
2022-09-26 03:46:00,-4.079267501831055,0
2022-09-26 03:47:00,-4.051353454589844,0
2022-09-26 03:48:00,-4.0904622077941895,0
2022-09-26 03:49:00,-4.141894340515137,0
2022-09-26 03:50:00,-4.114062309265137,0
2022-09-26 03:51:00,-4.104207992553711,0
2022-09-26 03:52:00,-4.07277774810791,0
2022-09-26 03:53:00,-4.14738655090332,0
2022-09-26 03:54:00,-4.116425037384033,0
2022-09-26 03:55:00,-4.190851211547852,0
2022-09-26 03:56:00,-4.055737018585205,0
2022-09-26 03:57:00,-4.082573413848877,0
2022-09-26 03:58:00,-4.089744091033936,0
2022-09-26 03:59:00,-4.104420185089111,0
2022-09-26 04:00:00,-4.0859904289245605,0
2022-09-26 04:01:00,-4.091163635253906,0
2022-09-26 04:02:00,-4.059227466583252,0
2022-09-26 04:03:00,-4.120576858520508,0
2022-09-26 04:04:00,-4.059648990631104,0
2022-09-26 04:05:00,-4.060159206390381,0
2022-09-26 04:06:00,-4.110476016998291,0
2022-09-26 04:07:00,-4.147846698760986,0
2022-09-26 04:08:00,-4.14143180847168,0
2022-09-26 04:09:00,-4.191818237304688,0
2022-09-26 04:10:00,-4.18130350112915,0
2022-09-26 04:11:00,-4.168333530426025,0
2022-09-26 04:12:00,-4.150986671447754,0
2022-09-26 04:13:00,-4.22404146194458,0
2022-09-26 04:14:00,-4.263337135314941,0
2022-09-26 04:15:00,-4.185333251953125,0
2022-09-26 04:16:00,-4.2499847412109375,0
2022-09-26 04:17:00,-4.197057247161865,0
2022-09-26 04:18:00,-4.19777774810791,0
2022-09-26 04:19:00,-4.199722290039063,0
2022-09-26 04:20:00,-4.143442153930664,0
2022-09-26 04:21:00,-4.162971019744873,0
2022-09-26 04:22:00,-4.231255531311035,0
2022-09-26 04:23:00,-4.288125038146973,0
2022-09-26 04:24:00,-4.268165111541748,0
2022-09-26 04:25:00,-4.264416694641113,0
2022-09-26 04:26:00,-4.291205406188965,0
2022-09-26 04:27:00,-4.179742813110352,0
2022-09-26 04:28:00,-4.252230644226074,0
2022-09-26 04:29:00,-4.189464092254639,0
2022-09-26 04:30:00,-4.190178394317627,0
2022-09-26 04:31:00,-4.257701396942139,0
2022-09-26 04:32:00,-4.231991767883301,0
2022-09-26 04:33:00,-4.227712154388428,0
2022-09-26 04:34:00,-4.234004497528076,0
2022-09-26 04:35:00,-4.255739212036133,0
2022-09-26 04:36:00,-4.20934534072876,0
2022-09-26 04:37:00,-4.2493181228637695,0
2022-09-26 04:38:00,-4.164543628692627,0
2022-09-26 04:39:00,-4.290297508239746,0
2022-09-26 04:40:00,-4.29888391494751,0
2022-09-26 04:41:00,-4.254130363464356,0
2022-09-26 04:42:00,-4.270164966583252,0
2022-09-26 04:43:00,-4.253420829772949,0
2022-09-26 04:44:00,-4.22068452835083,0
2022-09-26 04:45:00,-4.284348011016846,0
2022-09-26 04:46:00,-4.334832191467285,0
2022-09-26 04:47:00,-4.2590508460998535,0
2022-09-26 04:48:00,-4.286267757415772,0
2022-09-26 04:49:00,-4.31906270980835,0
2022-09-26 04:50:00,-4.303154945373535,0
2022-09-26 04:51:00,-4.3642096519470215,0
2022-09-26 04:52:00,-4.351643085479736,0
2022-09-26 04:53:00,-4.365714550018311,0
2022-09-26 04:54:00,-4.274780750274658,0
2022-09-26 04:55:00,-4.33380937576294,0
2022-09-26 04:56:00,-4.297920227050781,0
2022-09-26 04:57:00,-4.347614288330078,0
2022-09-26 04:58:00,-4.343223571777344,0
2022-09-26 04:59:00,-4.298416614532471,0
2022-09-26 05:00:00,-4.341547966003418,0
2022-09-26 05:01:00,-4.350333213806152,0
2022-09-26 05:02:00,-4.347410678863525,0
2022-09-26 05:03:00,-4.378437519073486,0
2022-09-26 05:04:00,-4.376696586608887,0
2022-09-26 05:05:00,-4.372812747955322,0
2022-09-26 05:06:00,-4.398181915283203,0
2022-09-26 05:07:00,-4.340151786804199,0
2022-09-26 05:08:00,-4.35993766784668,0
2022-09-26 05:09:00,-4.3344902992248535,0
2022-09-26 05:10:00,-4.411111354827881,0
2022-09-26 05:11:00,-4.3732123374938965,0
2022-09-26 05:12:00,-4.395245552062988,0
2022-09-26 05:13:00,-4.341720581054688,0
2022-09-26 05:14:00,-4.411636352539063,0
2022-09-26 05:15:00,-4.328854084014893,0
2022-09-26 05:16:00,-4.43112325668335,0
2022-09-26 05:17:00,-4.392777919769287,0
2022-09-26 05:18:00,-4.389071464538574,0
2022-09-26 05:19:00,-4.413070201873779,0
2022-09-26 05:20:00,-4.375999927520752,0
2022-09-26 05:21:00,-4.305722236633301,0
2022-09-26 05:22:00,-4.426499843597412,0
2022-09-26 05:23:00,-4.383500099182129,0
2022-09-26 05:24:00,-4.367812633514404,0
2022-09-26 05:25:00,-4.42269229888916,0
2022-09-26 05:26:00,-4.344956398010254,0
2022-09-26 05:27:00,-4.4252777099609375,0
2022-09-26 05:28:00,-4.450737953186035,0
2022-09-26 05:29:00,-4.443194389343262,0
2022-09-26 05:30:00,-4.5188751220703125,0
2022-09-26 05:31:00,-4.331874847412109,0
2022-09-26 05:32:00,-4.392000198364258,0
2022-09-26 05:33:00,-4.396250247955322,0
2022-09-26 05:34:00,-4.331979274749756,0
2022-09-26 05:35:00,-4.3009033203125,0
2022-09-26 05:36:00,-4.402103424072266,0
2022-09-26 05:37:00,-4.382055759429932,0
2022-09-26 05:38:00,-4.305208206176758,0
2022-09-26 05:39:00,-4.531944751739502,0
2022-09-26 05:40:00,-4.406499862670898,0
2022-09-26 05:41:00,-4.290893077850342,0
2022-09-26 05:42:00,-4.4041666984558105,0
2022-09-26 05:43:00,-4.385871410369873,0
2022-09-26 05:44:00,-4.512810707092285,0
2022-09-26 05:45:00,-4.483788013458252,0
2022-09-26 05:46:00,-4.409153938293457,0
2022-09-26 05:47:00,-4.430252552032471,0
2022-09-26 05:48:00,-4.3778462409973145,0
2022-09-26 05:49:00,-4.4277777671813965,0
2022-09-26 05:50:00,-4.464375019073486,0
2022-09-26 05:51:00,-4.5330810546875,0
2022-09-26 05:52:00,-4.402946472167969,0
2022-09-26 05:53:00,-4.44350004196167,0
2022-09-26 05:54:00,-4.459097385406494,0
2022-09-26 05:55:00,-4.619747638702393,0
2022-09-26 05:56:00,-4.515714168548584,0
2022-09-26 05:57:00,-4.553392887115479,0
2022-09-26 05:58:00,-4.4804463386535645,0
2022-09-26 05:59:00,-4.420845985412598,0
2022-09-26 06:00:00,-4.532211780548096,0
2022-09-26 06:01:00,-4.422999858856201,0
2022-09-26 06:02:00,-4.389166831970215,0
2022-09-26 06:03:00,-4.534090995788574,0
2022-09-26 06:04:00,-4.424071311950684,0
2022-09-26 06:05:00,-4.42636775970459,0
2022-09-26 06:06:00,-4.392499923706055,0
2022-09-26 06:07:00,-4.453333377838135,0
2022-09-26 06:08:00,-4.428750038146973,0
2022-09-26 06:09:00,-4.454780101776123,0
2022-09-26 06:10:00,-4.450699329376221,0
2022-09-26 06:11:00,-4.378333568572998,0
2022-09-26 06:12:00,-4.385499954223633,0
2022-09-26 06:13:00,-4.4895453453063965,0
2022-09-26 06:14:00,-4.546422958374023,0
2022-09-26 06:15:00,-4.635909080505371,0
2022-09-26 06:16:00,-4.613611221313477,0
2022-09-26 06:17:00,-4.7220001220703125,0
2022-09-26 06:18:00,-4.6777777671813965,0
2022-09-26 06:19:00,-4.616666793823242,0
2022-09-26 06:20:00,-4.4716668128967285,0
2022-09-26 06:21:00,-4.678375244140625,0
2022-09-26 06:22:00,-4.582692623138428,0
2022-09-26 06:23:00,-4.540937423706055,0
2022-09-26 06:24:00,-4.550846099853516,0
2022-09-26 06:25:00,-4.53000020980835,0
2022-09-26 06:26:00,-4.663958549499512,0
2022-09-26 06:27:00,-4.670165061950684,0
2022-09-26 06:28:00,-4.690833568572998,0
2022-09-26 06:29:00,-4.562624931335449,0
2022-09-26 06:30:00,-4.572000026702881,0
2022-09-26 06:31:00,-4.434999942779541,0
2022-09-26 06:32:00,-4.4310712814331055,0
2022-09-26 06:33:00,-4.463988304138184,0
2022-09-26 06:34:00,-4.401057720184326,0
2022-09-26 06:35:00,-1.7791287899017334,1
2022-09-26 06:36:00,1.1619999408721924,0
2022-09-26 06:37:00,0.5178571343421936,0
2022-09-26 06:38:00,0.6030681729316711,0
2022-09-26 06:39:00,0.1789285689592361,0
2022-09-26 06:40:00,-0.736474335193634,0
2022-09-26 06:41:00,-1.156583309173584,0
2022-09-26 06:42:00,-1.549546718597412,0
2022-09-26 06:43:00,-1.6841111183166504,0
2022-09-26 06:44:00,-1.9307291507720947,0
2022-09-26 06:45:00,-2.194038391113281,0
2022-09-26 06:46:00,-2.3915555477142334,0
2022-09-26 06:47:00,-2.365666627883911,0
2022-09-26 06:48:00,-2.532222270965576,0
2022-09-26 06:49:00,-2.6191248893737797,0
2022-09-26 06:50:00,-2.669764757156372,0
2022-09-26 06:51:00,-2.715315818786621,0
2022-09-26 06:52:00,-2.859808921813965,0
2022-09-26 06:53:00,-2.840108156204224,0
2022-09-26 06:54:00,-2.9094772338867188,0
2022-09-26 06:55:00,-2.91060733795166,0
2022-09-26 06:56:00,-2.871645927429199,0
2022-09-26 06:57:00,-2.990999937057495,0
2022-09-26 06:58:00,-2.956444501876831,0
2022-09-26 06:59:00,-3.009294986724853,0
2022-09-26 07:00:00,-3.0311570167541504,0
2022-09-26 07:01:00,-3.0524027347564697,0
2022-09-26 07:02:00,-2.98888897895813,0
2022-09-26 07:03:00,-3.1724445819854736,0
2022-09-26 07:04:00,-3.3048810958862305,0
2022-09-26 07:05:00,-3.320883512496948,0
2022-09-26 07:06:00,-3.27473258972168,0
2022-09-26 07:07:00,-3.3427021503448486,0
2022-09-26 07:08:00,-3.330199956893921,0
2022-09-26 07:09:00,-3.321363687515259,0
2022-09-26 07:10:00,-3.341125011444092,0
2022-09-26 07:11:00,-3.3581249713897705,0
2022-09-26 07:12:00,-3.416149854660034,0
2022-09-26 07:13:00,-3.403749942779541,0
2022-09-26 07:14:00,-3.436319351196289,0
2022-09-26 07:15:00,-3.35869574546814,0
2022-09-26 07:16:00,-3.419886350631714,0
2022-09-26 07:17:00,-3.3836472034454346,0
2022-09-26 07:18:00,-3.35965895652771,0
2022-09-26 07:19:00,-3.447381019592285,0
2022-09-26 07:20:00,-3.4517955780029297,0
2022-09-26 07:21:00,-3.3018908500671387,0
2022-09-26 07:22:00,-3.344444513320923,0
2022-09-26 07:23:00,-3.363541603088379,0
2022-09-26 07:24:00,-3.428499937057495,0
2022-09-26 07:25:00,-3.442197322845459,0
2022-09-26 07:26:00,-3.3263487815856934,0
2022-09-26 07:27:00,-3.3474597930908203,0
2022-09-26 07:28:00,-3.389310836791992,0
2022-09-26 07:29:00,-3.33005952835083,0
2022-09-26 07:30:00,-3.3663158416748047,0
2022-09-26 07:31:00,-3.5109286308288574,0
2022-09-26 07:32:00,-3.4265384674072266,0
2022-09-26 07:33:00,-3.50792932510376,0
2022-09-26 07:34:00,-3.542569875717163,0
2022-09-26 07:35:00,-3.496363639831543,0
2022-09-26 07:36:00,-3.4421558380126958,0
2022-09-26 07:37:00,-3.526124954223633,0
2022-09-26 07:38:00,-3.4974536895751958,0
2022-09-26 07:39:00,-3.458645820617676,0
2022-09-26 07:40:00,-3.5393083095550537,0
2022-09-26 07:41:00,-3.6262500286102295,0
2022-09-26 07:42:00,-3.568720579147339,0
2022-09-26 07:43:00,-3.661388874053955,0
2022-09-26 07:44:00,-3.6446375846862793,0
2022-09-26 07:45:00,-3.574958324432373,0
2022-09-26 07:46:00,-3.634701013565064,0
2022-09-26 07:47:00,-3.668636322021485,0
2022-09-26 07:48:00,-3.6178364753723145,0
2022-09-26 07:49:00,-3.662785768508911,0
2022-09-26 07:50:00,-3.651073694229126,0
2022-09-26 07:51:00,-3.6995227336883545,0
2022-09-26 07:52:00,-3.705077409744263,0
2022-09-26 07:53:00,-3.7901203632354736,0
2022-09-26 07:54:00,-3.844083309173584,0
2022-09-26 07:55:00,-3.769047737121582,0
2022-09-26 07:56:00,-3.7384095191955566,0
2022-09-26 07:57:00,-3.7407500743865967,0
2022-09-26 07:58:00,-3.706954956054688,0
2022-09-26 07:59:00,-3.758121967315674,0
2022-09-26 08:00:00,-3.651911735534668,0
2022-09-26 08:01:00,-2.6223015785217285,0
2022-09-26 08:02:00,0.57833331823349,1
2022-09-26 08:03:00,0.1035897433757782,0
2022-09-26 08:04:00,-0.5524583458900452,0
2022-09-26 08:05:00,-1.0605000257492063,0
2022-09-26 08:06:00,-1.4390497207641602,0
2022-09-26 08:07:00,-1.6007143259048462,0
2022-09-26 08:08:00,-1.7356250286102295,0
2022-09-26 08:09:00,-1.8653333187103271,0
2022-09-26 08:10:00,-2.1428534984588623,0
2022-09-26 08:11:00,-2.1919047832489014,0
2022-09-26 08:12:00,-2.2977757453918457,0
2022-09-26 08:13:00,-2.304374933242798,0
2022-09-26 08:14:00,-2.312999963760376,0
2022-09-26 08:15:00,-2.14089298248291,0
2022-09-26 08:16:00,-2.508333206176758,0
