iter	Logloss
275	0.08125453613
276	0.08097802961
277	0.08076545998
278	0.08041914136
279	0.08019737251
280	0.07991535437
281	0.07977822728
282	0.07962881646
283	0.07920880247
284	0.07898585882
285	0.07881538238
286	0.07862901738
287	0.07827319052
288	0.07816278271
289	0.07781421821
290	0.07763437887
291	0.07746597103
292	0.07714171957
293	0.07699192494
294	0.07670507032
295	0.0764047411
296	0.07611611563
297	0.07594503143
298	0.07566429292
299	0.07546532945
300	0.07527702138
301	0.07501649187
302	0.07475163012
303	0.07461434001
304	0.07419581993
305	0.0740061749
306	0.07371619174
307	0.07317126282
308	0.0728797913
309	0.07270091567
310	0.07227463178
311	0.0720009237
312	0.07177407212
313	0.07161676098
314	0.07134162875
315	0.07119525675
316	0.07103454459
317	0.07084148999
318	0.07069075665
319	0.07048896194
320	0.07038684995
321	0.07023449715
322	0.06995521113
323	0.06964279601
324	0.06939271154
325	0.06919850576
326	0.06898699749
327	0.06881207944
328	0.06866272075
329	0.06844112555
330	0.06820459127
331	0.06810657634
332	0.06786960926
333	0.06778560027
334	0.06768916381
335	0.06761097245
336	0.06751640391
337	0.06737993217
338	0.06723758168
339	0.06702323928
340	0.06683686671
341	0.06675087686
342	0.06664965355
343	0.06637331442
344	0.06628875277
345	0.0662081613
346	0.06605022892
347	0.0658882204
348	0.06556612371
349	0.06544544932
350	0.06530279482
351	0.06519229304
352	0.0650646074
353	0.06497055811
354	0.06487822834
355	0.06475423106
356	0.06468158964
357	0.06461306475
358	0.06452214695
359	0.06442327093
360	0.06421549136
361	0.06391119503
362	0.06361514044
363	0.06337356572
364	0.06314460341
365	0.06288419777
366	0.06276079303
367	0.0625983045
368	0.06234721877
369	0.06214512932
370	0.06205219352
371	0.06196550125
372	0.06186966723
373	0.06175783665
374	0.06159740796
375	0.06145486902
376	0.06127082568
377	0.06115767613
378	0.06109239699
379	0.06095601066
380	0.06076134858
381	0.0606633576
382	0.06050899376
383	0.06044093428
384	0.06036575801
385	0.06013987508
386	0.06006331894
387	0.05983954953
388	0.05959217311
389	0.05934904252
390	0.05918091848
391	0.05905309136
392	0.05887427635
393	0.05871990153
394	0.05858911358
395	0.05839353917
396	0.0583056697
397	0.05825680252
398	0.05814986554
399	0.05803500414
400	0.05784596512
401	0.05775426941
402	0.05768034777
403	0.0576075408
404	0.05747069791
405	0.05737082817
406	0.05729160963
407	0.05715832967
408	0.05702179863
409	0.05691945164
410	0.05687195035
411	0.05666656792
412	0.05658551524
413	0.05644177945
414	0.05638790258
415	0.05619675779
416	0.05608158448
417	0.05601599709
418	0.05593139918
419	0.05586168263
420	0.05575008147
421	0.05565000346
422	0.05556340835
423	0.05542124744
424	0.0553743419
425	0.05522271593
426	0.05517307122
427	0.05507681018
428	0.05500052476
429	0.05490695877
430	0.05483442548
431	0.05467452323
432	0.05436165497
433	0.05398137299
434	0.05373762312
435	0.05348441693
436	0.05322689076
437	0.05299552785
438	0.05293875264
439	0.05284023877
440	0.0527302515
441	0.0525225905
442	0.05236032771
443	0.05225124507
444	0.05221115285
445	0.05216605405
446	0.05208265166
447	0.0520080694
448	0.05185990582
449	0.05173417866
450	0.05162887683
451	0.05155384614
452	0.05145180163
453	0.05138966785
454	0.05133159785
455	0.05129069551
456	0.05119706635
457	0.05113189042
458	0.05096199211
459	0.05085878556
460	0.05076116622
461	0.05070437972
462	0.05060818313
463	0.05054513292
464	0.05050074316
465	0.0504217563
466	0.05028384986
467	0.0502196663
468	0.05011576132
469	0.05006497205
470	0.05002319984
471	0.04990328109
472	0.04986475219
473	0.04981161857
474	0.04974225425
475	0.0495756273
476	0.0494128707
477	0.04928570102
478	0.04919208688
479	0.0491094356
480	0.04904158609
481	0.04899761566
482	0.04891319162
483	0.0488300217
484	0.0487506097
485	0.04872058844
486	0.04865978724
487	0.0486062045
488	0.04851460782
489	0.04846632972
490	0.04837169572
491	0.04821399394
492	0.04813074741
493	0.04809718873
494	0.04803099543
495	0.04796973534
496	0.04791825934
497	0.0478643569
498	0.04777263444
499	0.04774319868
500	0.04765941835
501	0.04751409633
502	0.04735968889
503	0.04716626394
504	0.04711552999
505	0.04706148452
506	0.04694737166
507	0.04689988323
508	0.04687503967
509	0.04684842046
510	0.04675593356
511	0.0466287117
512	0.04659375282
513	0.04653209356
514	0.04644408017
515	0.04641174606
516	0.04634409399
517	0.0462697809
518	0.04617176423
519	0.04606560502
520	0.04604305187
521	0.04598378112
522	0.04592293656
523	0.04590271378
524	0.04582393058
525	0.04579552981
526	0.04571629431
527	0.04556028434
528	0.04551835261
529	0.04547044433
530	0.04542279621
531	0.04540270493
532	0.04535597624
533	0.04531241322
534	0.0452296709
535	0.04517350555
536	0.04512191051
537	0.04503304746
538	0.04496851584
539	0.04492912795
540	0.04477570612
541	0.04459903555
542	0.04447960817
543	0.04433542724
544	0.04419136504
545	0.04411743688
546	0.04406641808
547	0.04392426275
548	0.04382536948
549	0.043674508
550	0.04358702186
551	0.04351944113
552	0.04334785688
553	0.04332212049
554	0.04323810194
555	0.04310340166
556	0.04304805992
557	0.04297444147
558	0.04282839897
559	0.04279406789
560	0.04273752701
561	0.04265975576
562	0.04258737132
563	0.04246689107
564	0.04235556881
565	0.04227482894
566	0.04220870343
567	0.042141122
568	0.0421222608
569	0.04201562178
570	0.04195337742
571	0.04186220311
572	0.04183201766
573	0.04175108024
574	0.04170150936
575	0.04160573796
576	0.0415540614
577	0.04146267332
578	0.04138505765
579	0.04136168881
580	0.04131161598
581	0.04126394363
582	0.04109859263
583	0.04100606235
584	0.04092112238
585	0.04085999833
586	0.04083847751
587	0.04080744925
588	0.04076829397
589	0.04074413888
590	0.04064669527
591	0.04056837993
592	0.04051809177
593	0.04036011727
594	0.04026055586
595	0.04016656768
596	0.04010024661
597	0.04004854344
598	0.03996434737
599	0.03989994448
600	0.03981641512
601	0.03971148938
602	0.03966258534
603	0.03958317636
604	0.03949496617
605	0.03942058673
606	0.03937972159
607	0.0393563819
608	0.03931320911
609	0.03924537841
610	0.03921001524
611	0.0391558605
612	0.03911437265
613	0.03903659631
614	0.03890670847
615	0.03885075155
616	0.03876756106
617	0.03872909746
618	0.0386617532
619	0.03859747678
620	0.03853768239
621	0.03847195619
622	0.03841548156
623	0.03837066821
624	0.03831277889
625	0.03818190233
626	0.03810566896
627	0.03800274209
628	0.03789638268
629	0.03782332414
630	0.0377019789
631	0.03762105133
632	0.03759835675
633	0.03757872692
634	0.03750244685
635	0.03745327725
636	0.03742743805
637	0.0373379066
638	0.03728451133
639	0.03724734416
640	0.03720174918
641	0.03715590239
642	0.03708985799
643	0.0370109165
644	0.03696991017
645	0.03686972857
646	0.03680275418
647	0.03678756571
648	0.03672611421
649	0.0366352913
650	0.03657437743
651	0.03651899944
652	0.03643221467
653	0.03634534209
654	0.03630987737
655	0.03615392533
656	0.03614050807
657	0.03606182542
658	0.03598128076
659	0.03591452943
660	0.03582330512
661	0.03576631875
662	0.03570770563
663	0.03565408662
664	0.03554282728
665	0.035435277
666	0.03536068273
667	0.03517217569
668	0.03511077896
669	0.03509891868
670	0.0350587125
671	0.03500196855
672	0.03490895715
673	0.03479672323
674	0.03467749394
675	0.034625161
676	0.03446858473
677	0.03439795691
678	0.03436564618
679	0.03429969024
680	0.03428141091
681	0.0342529097
682	0.03423960175
683	0.0341994097
684	0.0341513036
685	0.0340885476
686	0.03405424153
687	0.03403042067
688	0.03397914195
689	0.03393073475
690	0.03383914478
691	0.03381159494
692	0.03378720105
693	0.0337618454
694	0.03373213628
695	0.03364729242
696	0.03361668462
697	0.03356867181
698	0.03352112627
699	0.03349264761
700	0.03341642433
701	0.03336151384
702	0.03331268166
703	0.03323296808
704	0.03312764302
705	0.03295976169
706	0.03291955608
707	0.03286063684
708	0.03283083963
709	0.03280329377
710	0.03274879882
711	0.03272566876
712	0.03263478889
713	0.03261642966
714	0.03259431062
715	0.03256472559
716	0.0325274603
717	0.03247945454
718	0.03242961286
719	0.03240703551
720	0.03235756229
721	0.03230290826
722	0.03227181851
723	0.03223928818
724	0.03219076628
725	0.0321574258
726	0.03212037123
727	0.03207328718
728	0.03204187367
729	0.03199748267
730	0.03195418499
731	0.03186049846
732	0.03178939553
733	0.03172952838
734	0.03168190554
735	0.03165826959
736	0.03161531926
737	0.03159217901
738	0.03156797193
739	0.03153114711
740	0.03149500109
741	0.03144711764
742	0.03137383117
743	0.03135803737
744	0.03133234552
745	0.03128971893
746	0.03125193726
747	0.03121240176
748	0.03110722985
749	0.03106309863
750	0.03097711108
751	0.03089892551
752	0.03081464932
753	0.030748774
754	0.03070362432
755	0.03068376434
756	0.03066164795
757	0.03061541882
758	0.03057834988
759	0.03052097672
760	0.03050057993
761	0.03043426014
762	0.03040526971
763	0.03031240834
764	0.03029207197
765	0.0302327887
766	0.03021320853
767	0.03015803104
768	0.03011636104
769	0.03006706546
770	0.0300411996
771	0.02997262635
772	0.02986829205
773	0.02982875214
774	0.02979174713
775	0.02976066878
776	0.02973469255
777	0.02969962284
778	0.02965749104
779	0.02957533838
780	0.02955496544
781	0.02949212731
782	0.02947172112
783	0.02942141259
784	0.02934987001
785	0.02925319398
786	0.02923808922
787	0.02920860474
788	0.02917333787
789	0.02915964713
790	0.02911602819
791	0.02905635402
792	0.02899811772
793	0.02892011463
794	0.02889282715
795	0.02887519491
796	0.02881421432
797	0.02878466505
798	0.02877668924
799	0.02871555118
800	0.02868347966
801	0.0286508372
802	0.02859845623
803	0.02854917515
804	0.0285313376
805	0.02849965009
806	0.02847263791
807	0.02845804805
808	0.02840495693
809	0.02836534131
810	0.0283413546
811	0.02829947562
812	0.02827867548
813	0.02823328808
814	0.0281636568
815	0.02813839959
816	0.02807955951
817	0.02802620671
818	0.02794395899
819	0.02792155771
820	0.0278349909
821	0.02782165141
822	0.02774613722
823	0.02766535832
824	0.02761829672
825	0.02758789817
826	0.02756201718
827	0.02753528314
828	0.02745974878
829	0.02744343938
830	0.02740670269
831	0.02739384746
832	0.02732931005
833	0.02730986245
834	0.02728442559
835	0.0272728618
836	0.02719636819
837	0.02716171944
838	0.02707902765
839	0.02704400784
840	0.02701240856
841	0.02694656415
842	0.02690600478
843	0.02683172541
844	0.02677215839
845	0.02675712611
846	0.02669620638
847	0.02662074068
848	0.02656948141
849	0.02650332175
850	0.02648082224
851	0.02645164858
852	0.02642976702
853	0.02638556107
854	0.02636975731
855	0.02634258268
856	0.02629750245
857	0.02626359894
858	0.02624124472
859	0.02620507332
860	0.02616982871
861	0.02615554655
862	0.02613647258
863	0.02610416237
864	0.02606625877
865	0.02605547715
866	0.02604228019
867	0.02599663743
868	0.02593875078
869	0.02589964328
870	0.02584134384
871	0.02581081258
872	0.02581079159
873	0.02576217802
874	0.0257239266
875	0.02568148456
876	0.02566604694
877	0.0256152582
878	0.02558047509
879	0.02553856335
880	0.02548524382
881	0.02547033813
882	0.02545387842
883	0.02539044058
884	0.02536059016
885	0.02531442312
886	0.02528785489
887	0.02527617915
888	0.02518159483
889	0.02514877388
890	0.02508885113
891	0.02500593209
892	0.02487815871
893	0.02486472797
894	0.02485441429
895	0.02482964937
896	0.02477678861
897	0.02472135287
898	0.02470023363
899	0.02466272575
900	0.0246497925
901	0.02463280267
902	0.02461511799
903	0.02459197193
904	0.02457529632
905	0.02454903913
906	0.02452662586
907	0.02448896641
908	0.02444957423
909	0.02431778759
910	0.02428987705
911	0.02423690029
912	0.02420945559
913	0.02417890343
914	0.02415828946
915	0.02414931972
916	0.02407523784
917	0.02407522754
918	0.02406023942
919	0.02403665085
920	0.02401090547
921	0.02389782381
922	0.02384337767
923	0.02379387884
924	0.02376646535
925	0.02374926731
926	0.023727163
927	0.02371027185
928	0.02369853144
929	0.02365679315
930	0.0236157036
931	0.02359228118
932	0.0235816568
933	0.02356493141
934	0.02355019766
935	0.02352580255
936	0.02352580255
937	0.0235133292
938	0.02350469891
939	0.0234839749
940	0.02347011073
941	0.02345585103
942	0.02344445071
943	0.02341542771
944	0.02338819649
945	0.02335140348
946	0.02331459169
947	0.02326425305
948	0.02324804599
949	0.02322281734
950	0.02320469842
951	0.02320464176
952	0.02319296623
953	0.02317281912
954	0.0231441269
955	0.02313336295
956	0.02311205241
957	0.02306613095
958	0.02305726617
959	0.02304250751
960	0.02301748372
961	0.02297501927
962	0.02291918932
963	0.02289782401
964	0.02288353472
965	0.02279098385
966	0.02277314001
967	0.02273925758
968	0.02272472926
969	0.02270474335
970	0.02269094602
971	0.02267872527
972	0.02266101057
973	0.02263925153
974	0.02260696775
975	0.022576955
976	0.02256490928
977	0.0225540536
978	0.02253734655
979	0.02250504252
980	0.02248796278
981	0.02245681917
982	0.02244047261
983	0.02237696771
984	0.02234034694
985	0.02231036812
986	0.02227204681
987	0.02223772549
988	0.02218590902
989	0.02214469514
990	0.0221121114
991	0.0220722129
992	0.02202619988
993	0.02199462086
994	0.02196198452
995	0.02192001208
996	0.02190046562
997	0.02184976825
998	0.02184113763
999	0.02183387376
